"timestamp","players"
"2026-01-20T02:45:02Z",225066
"2026-01-20T02:50:03Z",224683
"2026-01-20T02:55:02Z",223869
"2026-01-20T03:00:02Z",223279
"2026-01-20T03:05:02Z",222499
"2026-01-20T03:10:03Z",222173
"2026-01-20T03:15:03Z",221203
"2026-01-20T03:20:03Z",220652
"2026-01-20T03:25:02Z",220083
"2026-01-20T03:30:02Z",219510
"2026-01-20T03:35:02Z",218424
"2026-01-20T03:40:03Z",217370
"2026-01-20T03:45:02Z",216358
"2026-01-20T03:50:02Z",215292
"2026-01-20T03:55:02Z",214091
"2026-01-20T04:00:02Z",212857
"2026-01-20T04:05:02Z",210818
"2026-01-20T04:10:02Z",209564
"2026-01-20T04:15:03Z",208305
"2026-01-20T04:20:03Z",206588
"2026-01-20T04:25:03Z",204848
"2026-01-20T04:30:03Z",203251
"2026-01-20T04:35:03Z",199412
"2026-01-20T04:40:03Z",198112
"2026-01-20T04:45:03Z",197402
"2026-01-20T04:50:02Z",196271
"2026-01-20T04:55:02Z",195318
"2026-01-20T05:00:03Z",194168
"2026-01-20T05:05:03Z",192496
"2026-01-20T05:10:02Z",191289
"2026-01-20T05:15:02Z",190018
"2026-01-20T05:20:03Z",189058
"2026-01-20T05:25:03Z",187903
"2026-01-20T05:30:02Z",186470
"2026-01-20T05:35:02Z",185656
"2026-01-20T05:40:02Z",184216
"2026-01-20T05:45:03Z",183266
"2026-01-20T05:50:02Z",181781
"2026-01-20T05:55:02Z",180929
"2026-01-20T06:00:02Z",179888
"2026-01-20T06:05:02Z",178766
"2026-01-20T06:10:03Z",177706
"2026-01-20T06:15:02Z",176770
"2026-01-20T06:20:02Z",176316
"2026-01-20T06:25:03Z",175246
"2026-01-20T06:30:03Z",174375
"2026-01-20T06:35:02Z",173649
"2026-01-20T06:40:02Z",172925
"2026-01-20T06:45:03Z",172270
"2026-01-20T06:50:02Z",171690
"2026-01-20T06:55:03Z",170897
"2026-01-20T07:00:03Z",170433
"2026-01-20T07:05:02Z",169689
"2026-01-20T07:10:02Z",168907
"2026-01-20T07:15:02Z",168374
"2026-01-20T07:20:03Z",167310
"2026-01-20T07:25:02Z",166920
"2026-01-20T07:30:02Z",166660
"2026-01-20T07:35:02Z",166302
"2026-01-20T07:40:02Z",165725
"2026-01-20T07:45:03Z",165188
"2026-01-20T07:50:03Z",164946
"2026-01-20T07:55:03Z",164562
"2026-01-20T08:00:02Z",164149
"2026-01-20T08:05:02Z",163601
"2026-01-20T08:10:03Z",163430
"2026-01-20T08:15:02Z",163328
"2026-01-20T08:20:03Z",162545
"2026-01-20T08:25:02Z",162279
"2026-01-20T08:30:04Z",161834
"2026-01-20T08:35:03Z",161594
"2026-01-20T08:40:02Z",161640
"2026-01-20T08:45:03Z",161554
"2026-01-20T08:50:03Z",161700
"2026-01-20T08:55:03Z",161914
"2026-01-20T09:00:02Z",161864
"2026-01-20T09:05:02Z",162087
"2026-01-20T09:10:02Z",162053
"2026-01-20T09:15:02Z",162573
"2026-01-20T09:20:02Z",162229
"2026-01-20T09:25:02Z",162477
"2026-01-20T09:30:03Z",162607
"2026-01-20T09:35:03Z",160379
"2026-01-20T09:40:03Z",160995
"2026-01-20T09:45:02Z",161066
"2026-01-20T09:50:03Z",161701
"2026-01-20T09:55:03Z",161739
"2026-01-20T10:00:03Z",161966
"2026-01-20T10:05:02Z",162038
"2026-01-20T10:10:02Z",161897
"2026-01-20T10:15:02Z",162068
"2026-01-20T10:20:03Z",162022
"2026-01-20T10:25:03Z",162564
"2026-01-20T10:30:02Z",162778
"2026-01-20T10:35:02Z",162917
"2026-01-20T10:40:02Z",161981
"2026-01-20T10:45:02Z",162156
"2026-01-20T10:50:02Z",161935
"2026-01-20T10:55:03Z",161932
"2026-01-20T11:00:02Z",161798
"2026-01-20T11:05:03Z",162130
"2026-01-20T11:10:03Z",162053
"2026-01-20T11:15:02Z",162186
"2026-01-20T11:20:03Z",162694
"2026-01-20T11:25:02Z",163285
"2026-01-20T11:30:03Z",163163
"2026-01-20T11:35:03Z",163215
"2026-01-20T11:40:03Z",163601
"2026-01-20T11:45:02Z",162965
"2026-01-20T11:50:03Z",163095
"2026-01-20T11:55:03Z",162704
"2026-01-20T12:00:04Z",162657
